# index, id, _pos
245,86376471,"array([ 47.97485596, -16.46636745])"
246,74317835,"array([ 48.04924001, -16.30929507])"
247,90505243,"array([ 48.11044822, -16.55934259])"
248,82706464,"array([ 48.53469796, -17.29248992])"
249,73596951,"array([ 47.81162299, -17.0603883 ])"
250,77266968,"array([ 47.56446902, -17.36195933])"
251,101842962,"array([ 47.54227352, -16.67667888])"
252,102498325,"array([ 47.37024312, -16.57003019])"
253,102891535,"array([ 48.07008516, -15.73655271])"
254,106627083,"array([ 48.21627292, -15.88128752])"
255,101318667,"array([ 47.40852512, -15.77243905])"
256,104792085,"array([ 47.25505074, -15.86565611])"
257,87228442,"array([ 47.34815401, -15.3395083 ])"
258,74711070,"array([ 47.59281712, -15.17855353])"
259,74448917,"array([ 47.26975362, -16.22582571])"
260,104923162,"array([ 47.48821943, -16.24930518])"
261,104136716,"array([ 46.62686774, -16.10512907])"
262,75497491,"array([ 48.66907922, -16.00105872])"
263,80412693,"array([ 48.47793901, -16.10022797])"
264,100335642,"array([ 47.69922039, -15.99574712])"
265,98304014,"array([ 48.50601481, -15.95737799])"
266,76283924,"array([ 48.30615582, -16.09419731])"
267,82706465,"array([ 47.76984942, -16.19975419])"
268,79364105,"array([ 47.8790638 , -15.52769881])"
269,77266969,"array([ 47.92748144, -15.30148746])"
270,93716502,"array([ 47.91995393, -15.91722496])"
271,101842963,"array([ 47.74584118, -15.1416297 ])"
272,87359497,"array([ 46.813192  , -15.35876932])"
273,74317836,"array([ 48.58559953, -15.41191762])"
274,82706466,"array([ 48.56666786, -15.21409018])"
275,86376472,"array([ 48.21899318, -15.28458933])"
276,73400347,"array([ 48.70739056, -15.64209105])"
277,98631694,"array([ 48.77406574, -15.48269904])"
278,101187611,"array([ 49.04748815, -14.96465847])"
279,78446597,"array([ 49.35887205, -15.31702357])"
280,73662493,"array([ 48.84954082, -15.36435672])"
281,86573073,"array([ 48.99008943, -15.23408519])"
282,84410388,"array([ 49.23117769, -15.13500477])"
283,103874583,"array([ 48.90978623, -15.56618365])"
284,103612438,"array([ 48.80864799, -15.22250715])"
285,94306338,"array([ 48.5383303 , -14.98383716])"
286,75104277,"array([ 49.1147634 , -15.30795241])"
287,75431955,"array([ 48.68680047, -15.02545391])"
288,97189905,"array([ 49.05514498, -15.74009355])"
289,104398866,"array([ 49.14712   , -15.53846548])"
290,99680280,"array([ 49.01824673, -15.42690665])"
291,96075808,"array([ 48.88340947, -15.05565086])"
292,76087320,"array([ 49.18352631, -15.89871051])"
293,96010254,"array([ 48.89381817, -14.78501004])"
294,94699534,"array([ 48.1303005, -14.352394 ])"
295,86573074,"array([ 48.6344817, -14.3252482])"
296,94175246,"array([ 47.17548702, -14.04822844])"
297,74776601,"array([ 47.27410589, -14.29307651])"
298,100597771,"array([ 47.46972379, -13.7834075 ])"
299,79167509,"array([ 47.47328988, -13.65083679])"
300,73269264,"array([ 47.4954028 , -13.98225965])"
301,75956249,"array([ 47.4213792 , -14.50946993])"
302,80805906,"array([ 47.61940453, -14.44933017])"
303,74514463,"array([ 47.65378014, -13.98728229])"
304,100270092,"array([ 47.57159239, -13.79402487])"
305,78381077,"array([ 47.34535376, -13.88388805])"
306,100466695,"array([ 47.76791877, -14.31014122])"
307,90570769,"array([ 47.55383902, -14.14487021])"
308,104529944,"array([ 47.28247698, -14.80711125])"
309,75104278,"array([ 46.17281388, -15.15264668])"
310,101318668,"array([ 46.99789793, -13.73381727])"
311,78446598,"array([ 46.89543286, -13.90033588])"
312,102694928,"array([ 47.9862919 , -13.89008445])"
313,104136717,"array([ 45.5297364, -15.3623999])"
314,84410389,"array([ 48.2286881 , -13.50409058])"
315,100991004,"array([ 48.62795099, -13.5601221 ])"
316,96075809,"array([ 46.92787136, -14.28274903])"
317,96010255,"array([ 46.57743112, -14.45119444])"
318,79364106,"array([ 46.72705442, -14.25120657])"
319,104923163,"array([ 45.85818266, -13.49894358])"
320,104792086,"array([ 46.03881611, -13.49660259])"
321,103612439,"array([ 47.64714544, -13.07137555])"
322,87228443,"array([ 47.80787095, -13.01774334])"
323,96141319,"array([ 47.75520871, -13.16970711])"
324,102891536,"array([ 46.56418888, -13.85381132])"
325,86573075,"array([ 45.11235365, -13.50004332])"
326,100335643,"array([ 47.23194473, -13.33076233])"
327,74448918,"array([ 47.38845789, -13.41890672])"
328,102498326,"array([ 46.84846152, -13.3778356 ])"
329,80150559,"array([ 47.90726372, -12.80379611])"
330,73662494,"array([ 46.47551798, -13.13023871])"
331,100466696,"array([ 46.44946924, -12.90920711])"
332,104136718,"array([ 48.08269476, -12.98223442])"
333,102694929,"array([ 47.45548721, -12.60649782])"
334,100991005,"array([ 47.56744813, -12.42910301])"
335,102891537,"array([ 47.25299545, -12.05554275])"
336,84410390,"array([ 47.40643015, -12.0678797 ])"
337,96075810,"array([ 46.78800029, -12.63807907])"
338,79364107,"array([ 47.16498882, -12.8086384 ])"
339,78446599,"array([ 46.97532278, -12.88797342])"
340,94306339,"array([ 47.02923255, -12.7406194 ])"
341,73400349,"array([ 46.98150556, -12.45792826])"
342,90570770,"array([ 47.12866846, -12.40108251])"
343,74317839,"array([ 46.73907451, -13.03503928])"
344,74448919,"array([ 46.78026146, -11.69263516])"
345,73269265,"array([ 46.84350696, -11.91801385])"
346,78381078,"array([ 46.27620537, -11.84451596])"
347,104136719,"array([ 45.99644152, -11.82649155])"
348,75104279,"array([ 46.24245493, -10.27041613])"
349,75431956,"array([ 46.11250756, -10.19976447])"
350,80805907,"array([ 45.41995586, -10.60682326])"
351,77266970,"array([ 45.18113252, -10.65696413])"
352,79167510,"array([ 45.91191813, -11.20916193])"
353,79364108,"array([ 48.49534882, -10.21766931])"
354,96075811,"array([ 48.35864477, -10.31127682])"
355,100991006,"array([ 48.23993354, -10.205887  ])"
356,82706467,"array([ 48.42065775, -10.054665  ])"
357,94306340,"array([ 48.21827493, -10.05038117])"
358,86573076,"array([ 47.64544293, -10.66910946])"
359,74317840,"array([ 47.79369163, -10.81428742])"
360,101318669,"array([ 46.0271359 , -10.49658419])"
361,100597772,"array([ 45.91381466, -10.27203215])"
362,74514464,"array([ 46.40336512, -10.49291879])"
363,78446600,"array([46.95575444, -9.89585678])"
364,102694930,"array([ 46.92144116, -10.09595301])"
365,96010256,"array([ 47.16942911, -10.10297436])"
366,80150560,"array([46.04826302, -9.60826149])"
367,100270093,"array([46.17797203, -9.74115246])"
368,87228444,"array([46.21166114, -9.5921457 ])"
369,102498327,"array([46.28393076, -9.9723607 ])"
370,94175247,"array([46.46211778, -9.9877398 ])"
371,75497492,"array([47.3698135 , -9.67034702])"
372,78839832,"array([47.13910708, -9.71742252])"
373,75956250,"array([46.82424975, -8.63902907])"
374,74711071,"array([46.87695515, -8.86905027])"
375,101842964,"array([46.33174553, -8.21342391])"
376,82444320,"array([46.27610745, -8.44876922])"
377,103612440,"array([47.77177196, -8.62820032])"
378,79167511,"array([46.51129502, -8.6564438 ])"
379,100335645,"array([46.5718883 , -8.40964804])"
380,104923164,"array([47.44157175, -8.22460724])"
381,74776602,"array([47.09845111, -9.17447081])"
382,74448920,"array([46.24391694, -8.66384451])"
383,78381079,"array([ 27.39111716, -35.9857974 ])"
384,73269266,"array([ 27.61334068, -36.07639718])"
385,74317841,"array([47.72924117, -7.26673553])"
386,80805908,"array([47.79352423, -7.07646378])"
387,102891538,"array([48.12743064, -7.84265803])"
388,100991007,"array([46.26684291, -9.11576449])"
389,74711072,"array([46.11017937, -9.11161041])"
390,90570771,"array([47.13204238, -8.26799067])"
391,73400350,"array([45.77522531, -9.31238145])"
392,77266971,"array([45.5614097 , -9.31480904])"
393,82706468,"array([45.68627528, -9.47097765])"
394,78381080,"array([45.54952456, -8.95818651])"
395,78446601,"array([45.67000851, -8.79230734])"
396,73269267,"array([45.8085401 , -8.94247274])"
397,84410391,"array([45.04382295, -8.29196769])"
398,74514465,"array([45.06420313, -9.1634305 ])"
399,104136720,"array([44.676699  , -7.88299548])"
400,74776603,"array([45.94329385,  8.736399  ])"
401,75956251,"array([45.81292704,  8.91099358])"
402,80805909,"array([ -7.100112  , -26.58140919])"
403,96010257,"array([ -7.27211236, -26.83738219])"
404,98304015,"array([-20.3800121 ,  62.07182865])"
405,73269270,"array([-20.35382279,  62.26336008])"
406,102891539,"array([-20.55979458,  61.20067289])"
407,79167512,"array([-20.45397458,  61.47105556])"
408,90570772,"array([-20.69890848,  61.39435959])"
409,100991008,"array([-20.90169763,  61.20784888])"
410,78381081,"array([-19.87502897,  61.40761086])"
411,83034134,"array([-22.18368593,  -5.47214516])"
412,94175248,"array([-22.3705016 ,  -5.36359121])"
413,80150561,"array([-19.26930076,  61.42397361])"
414,101318670,"array([-23.13898247,  -3.03827557])"
415,75431958,"array([-23.24416565,  -3.05430609])"
416,75104280,"array([-23.25399368,  -2.64035415])"
417,79364110,"array([-23.30732249,  -3.3792602 ])"
418,74317842,"array([-23.19647515,  -3.72595295])"
419,104333322,"array([-23.06068268,  -3.64421031])"
420,86376473,"array([-22.89448491,  -3.87073609])"
421,80412694,"array([-23.1712597 ,  -4.22594627])"
422,100466699,"array([-23.13425155,  -4.3817007 ])"
423,76283925,"array([-23.58278693,  -2.63869641])"
424,83558410,"array([-23.77648815,  -2.55357719])"
425,104529945,"array([-22.61332463,  -4.75485595])"
426,84410392,"array([-22.45385151,  -4.66301767])"
427,74448921,"array([-22.51530916,  -3.42266386])"
428,82444321,"array([-22.65238906,  -3.54236504])"
429,94306341,"array([-22.66082589,  -3.73501911])"
430,104923165,"array([-23.00424   ,  -4.84834661])"
431,90505244,"array([-23.15187274,  -4.78959199])"
432,100335646,"array([-23.23926454,  -4.90980605])"
433,77463577,"array([-23.08037962,  -4.98008194])"
434,95158285,"array([-22.96405251,  -4.66336086])"
435,73596952,"array([-22.87650456,  -4.39241559])"
436,87359498,"array([-22.73129865,  -4.43096746])"
437,93716503,"array([-22.47776446,  -4.06772621])"
438,78970904,"array([-22.67959696,  -4.16148002])"
439,90636305,"array([-22.30337682,  -3.22568923])"
440,103153678,"array([-23.38453752,  -3.91899878])"
441,86966291,"array([-22.82610481,  -5.10668128])"
442,104792088,"array([-22.77971028,  -5.54951991])"
443,96075813,"array([-23.21468939,  -6.18357453])"
444,76087321,"array([-23.12228143,  -5.64630912])"
445,104398867,"array([-22.93244849,  -5.83729512])"
446,73662500,"array([-23.41872033,  -5.69242088])"
447,77266972,"array([-23.34588836,  -6.5647459 ])"
448,100270094,"array([-23.12149657,  -6.48882708])"
449,106627084,"array([-22.99719374,  -2.29130536])"
450,78184466,"array([-23.72140612,  -5.10832331])"
451,97189906,"array([-23.9612389 ,  -4.80570908])"
452,95092751,"array([-23.69481236,  -4.87181524])"
453,104202246,"array([-23.82699154,  -4.99355467])"
454,105906181,"array([-23.78377042,  -4.76241388])"
455,75497494,"array([-24.01228613,  -4.93964672])"
456,99876877,"array([-23.58455822,  -5.05151684])"
457,102498328,"array([-23.41029677,  -4.38585412])"
458,74514466,"array([-24.10323339,  -5.08945438])"
459,104136721,"array([-22.8591195 ,  -7.22441356])"
460,78446602,"array([-23.93914112,  -5.15859343])"
461,100597774,"array([-24.14064062,  -5.58067588])"
462,104792089,"array([-23.55692073,  -4.68679255])"
463,99680281,"array([-23.90700736,  -5.32817567])"
464,98631695,"array([-23.68879193,  -5.32804372])"
465,103874585,"array([-23.75256026,  -4.37691404])"
466,103612442,"array([-24.03294096,  -4.27498605])"
467,78839834,"array([-24.43523783,  -4.39240637])"
468,96141321,"array([-24.22273778,  -4.26163554])"
469,101253131,"array([-24.20232983,  -3.77340382])"
470,104267796,"array([-24.3109673 ,  -2.92097835])"
471,80019470,"array([-24.13715036,  -2.90569295])"
472,102694932,"array([-24.23341263,  -3.14351168])"
473,88604687,"array([-24.63543425,  -2.82095657])"
474,77922323,"array([-24.4665506 ,  -3.08099618])"
475,78118922,"array([-24.6492187 ,  -2.41705328])"
476,84475921,"array([-24.49094381,  -2.54426606])"
477,94502927,"array([-23.41739894,  -1.56242891])"
478,96993296,"array([-23.33903987,  -1.85658795])"
479,82378763,"array([-24.56824136,  -3.8639489 ])"
480,78577673,"array([-22.92832716,  -2.8534882 ])"
481,73728023,"array([-22.76053589,  -2.77428144])"
482,78905355,"array([-24.88733491,  -3.57696948])"
483,74317843,"array([-22.71040004,  -1.92468699])"
484,104333323,"array([-22.74406197,  -1.71078669])"
485,75104281,"array([-23.71261379,  -2.90465875])"
486,78381082,"array([-23.58344581,  -2.22302579])"
487,96403469,"array([-25.28629069,  -2.5406163 ])"
488,80150562,"array([-22.26506295,  -2.33709645])"
489,100991009,"array([-22.10697743,  -2.1360152 ])"
490,95158286,"array([-22.48993269,  -2.28864349])"
491,76283926,"array([-22.31229099,  -2.13231164])"
492,86376474,"array([-21.50558833,  -1.77508928])"
493,78905356,"array([-21.19652974,  -1.5597285 ])"
494,90636306,"array([-21.43610298,  -1.37549252])"
495,86966292,"array([-21.2184215,  -2.0089685])"
496,96993297,"array([-22.8831881 ,  -2.45891952])"
497,96141322,"array([-20.35606277,  -1.10048767])"
498,94175249,"array([-20.34521013,  -0.94111166])"
499,104529946,"array([-20.10643679,  -0.88471478])"
500,101318671,"array([-19.75707889,  -0.08150135])"
501,80150563,"array([-19.70377554,  -0.26019408])"
502,80019471,"array([-19.57957771,  -0.13722819])"
503,97189907,"array([-20.18541361,  -0.6130039 ])"
504,74973195,"array([-20.97531346,   0.09972527])"
505,73728024,"array([-20.72547051,   0.24281415])"
506,75104282,"array([-20.92663942,   0.35586586])"
507,104792090,"array([-19.88801947,  -0.30528966])"
508,74317844,"array([-19.56237681,  -0.72073636])"
509,104333324,"array([-19.40975662,  -0.63805119])"
510,100991010,"array([-20.34596848,  -0.32361325])"
511,101187613,"array([-20.26318525,   0.26051432])"
512,96993298,"array([-19.96988179,   0.41455926])"
513,75431959,"array([-20.1378498 ,   0.45555796])"
514,84475922,"array([-20.07780567,   0.20976051])"
515,76283927,"array([-20.64163062,  -0.45109519])"
516,78577674,"array([-20.72585128,  -0.70169185])"
517,102891540,"array([-19.58347313,   0.12916742])"
518,106627085,"array([-19.75655716,   0.18186132])"
519,78381083,"array([-19.74272973,   1.19151489])"
520,95158287,"array([-19.93253667,   0.97330147])"
521,94502928,"array([-20.001217  ,   1.33898396])"
522,73728025,"array([-19.25039133,  -0.93382204])"
523,75104283,"array([-19.10572595,  -0.80786893])"
524,78118923,"array([-19.09973763,  -0.92819771])"
525,83558411,"array([-18.91236529,  -1.07062452])"
526,100991011,"array([-19.07949869,  -1.15485625])"
527,101187614,"array([-18.83028357,  -0.05783702])"
528,78577675,"array([-18.90974978,  -0.2629874 ])"
529,75431960,"array([-18.23614395,  -1.0263373 ])"
530,74973196,"array([-18.42677195,  -0.93789266])"
531,102891541,"array([-19.52008686,  -1.12985498])"
532,84475923,"array([-18.6763333 ,  -1.16502679])"
533,94502929,"array([-18.75581118,  -1.54994367])"
534,82378764,"array([-18.5201571 ,  -1.72356471])"
